0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z,33_x,33_y,33_z,34_x,34_y,34_z,35_x,35_y,35_z,36_x,36_y,36_z,37_x,37_y,37_z,38_x,38_y,38_z,39_x,39_y,39_z,40_x,40_y,40_z,41_x,41_y,41_z
-0.029403971508145332,0.07780627906322479,0.027324777096509933,0.004210704937577248,0.0687074363231659,0.011994472704827785,0.026729170233011246,0.05070146173238754,-0.000612453615758568,0.04154770448803902,0.019976023584604263,-0.022352928295731544,0.0328962579369545,-0.008240045048296452,-0.027993492782115936,0.028709564357995987,0.005564251448959112,-0.006295294035226107,0.03049498051404953,-0.008973506279289722,-0.023988641798496246,0.02881157398223877,0.0036988137289881706,-0.03276310861110687,0.023868819698691368,0.017639441415667534,-0.020942946895956993,0.0068431333638727665,-0.003322341712191701,3.7410711229313165e-05,0.007770436815917492,-0.016634564846754074,-0.024165671318769455,0.010825399309396744,0.008440511301159859,-0.027623064815998077,0.00345586147159338,0.018725842237472534,-0.007024995982646942,-0.018097104504704475,-0.005130208097398281,0.005235800053924322,-0.01189734973013401,-0.011885058134794235,-0.02377517893910408,-0.008035336621105671,0.011450991034507751,-0.024997133761644363,-0.011697196401655674,0.02228897623717785,-0.0039131129160523415,-0.03647664561867714,0.004004495218396187,0.0041474346071481705,-0.03202081471681595,-0.005450149066746235,-0.017922477796673775,-0.027777371928095818,0.01744064688682556,-0.02598467841744423,-0.030720604583621025,0.027588976547122,-0.010853759944438934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0312502346932888,0.0841718316078186,0.018595127388834953,0.0061399247497320175,0.07156761735677719,0.00981979351490736,0.02711654268205166,0.05266087129712105,-0.0029090677853673697,0.042361244559288025,0.02296169102191925,-0.02333773858845234,0.033296797424554825,-0.009015322662889957,-0.031747348606586456,0.031774770468473434,0.005782617721706629,-0.00320624653249979,0.03611431643366814,-0.0021083466708660126,-0.02217332273721695,0.03044961206614971,0.01321253553032875,-0.035527464002370834,0.0186727587133646,0.02528015896677971,-0.018330002203583717,0.007112179882824421,-0.002549965400248766,0.00044339854503050447,0.01355009712278843,-0.011287032626569271,-0.027984095737338066,0.012839384377002716,0.009652387350797653,-0.035830702632665634,0.00016184011474251747,0.018977023661136627,-0.01498190313577652,-0.02148895338177681,-0.006112715695053339,0.0016164702828973532,-0.007486159913241863,-0.01017087884247303,-0.029597461223602295,-0.005369665566831827,0.014817493967711926,-0.03530162572860718,-0.014581546187400818,0.022919388487935066,-0.015055045485496521,-0.040531426668167114,0.003756844438612461,-0.0017158922273665667,-0.03258766233921051,-0.0061940080486238,-0.026659775525331497,-0.02430250123143196,0.01850901171565056,-0.037747323513031006,-0.03236061707139015,0.027631478384137154,-0.025747669860720634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.035327453166246414,0.08060363680124283,-0.0018871435895562172,0.0035718176513910294,0.06879577040672302,-0.0029519551899284124,0.026475830003619194,0.05002972483634949,-0.009881800040602684,0.04454246163368225,0.019695386290550232,-0.024255821481347084,0.038588590919971466,-0.011010670103132725,-0.03149401396512985,0.03095310553908348,0.006955157499760389,0.0023835026659071445,0.03881697356700897,-0.004442165605723858,-0.017193719744682312,0.03389745205640793,0.009954126551747322,-0.029929565265774727,0.021554207429289818,0.023978430777788162,-0.0177626870572567,0.007067423313856125,-0.0027676853351294994,0.0021313668694347143,0.018208196386694908,-0.01443120650947094,-0.02245565876364708,0.01684018038213253,0.008337192237377167,-0.03232695907354355,0.0033905357122421265,0.019264666363596916,-0.017676927149295807,-0.02052261307835579,-0.00520587433129549,-0.0023092355113476515,-0.0024216724559664726,-0.012163646519184113,-0.028249448165297508,-0.0006664514075964689,0.01128033734858036,-0.037511080503463745,-0.013116586953401566,0.020825857296586037,-0.02093556523323059,-0.039344217628240585,0.002074994146823883,-0.010617654770612717,-0.028865477070212364,-0.010653702542185783,-0.03148714080452919,-0.021723691374063492,0.01110566221177578,-0.045110344886779785,-0.03186488524079323,0.021420756354928017,-0.035610996186733246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03589750826358795,0.0829269140958786,-0.005768097471445799,0.0022803526371717453,0.07103179395198822,-0.00704350508749485,0.025972001254558563,0.05093482509255409,-0.013711120933294296,0.04343397170305252,0.019999777898192406,-0.024741197004914284,0.04061352089047432,-0.013814650475978851,-0.029067877680063248,0.03074241429567337,0.007346969563513994,0.0024264196399599314,0.03881828859448433,-0.006792087107896805,-0.017564978450536728,0.03388263285160065,0.008478550240397453,-0.02920222468674183,0.022767389193177223,0.02313755825161934,-0.017144637182354927,0.007277864962816238,-0.003186659887433052,0.0027542004827409983,0.01784105785191059,-0.017033524811267853,-0.019930552691221237,0.017363740131258965,0.004778801463544369,-0.030972154811024666,0.005904982332140207,0.020364757627248764,-0.02077188715338707,-0.02081000804901123,-0.00512250792235136,-0.001384229981340468,-0.004055802710354328,-0.016399353742599487,-0.026264814659953117,-0.0018042023293673992,0.00698501942679286,-0.034682393074035645,-0.012055234983563423,0.020892340689897537,-0.02242928557097912,-0.040196530520915985,0.002884107641875744,-0.010574202984571457,-0.02938709780573845,-0.011440292000770569,-0.03011016920208931,-0.023523341864347458,0.010283134877681732,-0.043671682476997375,-0.0332820788025856,0.02490401826798916,-0.0322585254907608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03596524894237518,0.08418071269989014,-0.004404559265822172,0.0024683456867933273,0.07213772088289261,-0.005496989469975233,0.025708146393299103,0.05008523166179657,-0.011942422017455101,0.04456751421093941,0.018601132556796074,-0.02268632873892784,0.04255586490035057,-0.01448722556233406,-0.028301231563091278,0.031144430860877037,0.006128947250545025,0.003976877778768539,0.04117482155561447,-0.010260771960020065,-0.014676661230623722,0.03883134201169014,0.00109902024269104,-0.028283584862947464,0.027454372495412827,0.017430271953344345,-0.023684902116656303,0.006957424338907003,-0.003152125282213092,0.002523652510717511,0.01995847001671791,-0.02058820240199566,-0.019095558673143387,0.02070111781358719,0.0004680100828409195,-0.03287129104137421,0.00952093955129385,0.01718284748494625,-0.024594593793153763,-0.021105654537677765,-0.00454315822571516,-0.002718372503295541,-0.0032149660401046276,-0.01987464725971222,-0.02641056850552559,0.00040919193997979164,0.003264975268393755,-0.03731340542435646,-0.010045762173831463,0.02004951797425747,-0.025728954002261162,-0.04011943191289902,0.002675892785191536,-0.012597071006894112,-0.029821079224348068,-0.012732074595987797,-0.03094092570245266,-0.022649822756648064,0.007930866442620754,-0.044911306351423264,-0.030501440167427063,0.02263275347650051,-0.034854501485824585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03422403335571289,0.08255720138549805,-0.005066329147666693,0.004196835681796074,0.06940344721078873,-0.005417542532086372,0.02584194764494896,0.04759838059544563,-0.011064724996685982,0.04602174460887909,0.016821790486574173,-0.02244720235466957,0.044254813343286514,-0.013165263459086418,-0.028290949761867523,0.029892927035689354,0.005178045481443405,0.0040027303621172905,0.038692500442266464,-0.007875996641814709,-0.01658562757074833,0.03573594242334366,0.005820867605507374,-0.028569098562002182,0.02366635948419571,0.02081255614757538,-0.01763659156858921,0.006377480924129486,-0.003099341643974185,0.0021754251793026924,0.01967892050743103,-0.017133405432105064,-0.020482132211327553,0.019413283094763756,0.004977199248969555,-0.03130260482430458,0.007235260214656591,0.017962388694286346,-0.020339207723736763,-0.02024826966226101,-0.004546531476080418,-0.0028609035070985556,-0.002041521016508341,-0.01612253487110138,-0.02767680399119854,0.001836723880842328,0.006660743150860071,-0.03752564266324043,-0.008772771805524826,0.019340744242072105,-0.023562582209706306,-0.03771427646279335,0.0029534539207816124,-0.013087822124361992,-0.026978150010108948,-0.01153024286031723,-0.03225186467170715,-0.019028348848223686,0.00867181085050106,-0.04666021838784218,-0.02734695002436638,0.02101656049489975,-0.03839512914419174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03378327190876007,0.0833025649189949,-0.008607353083789349,0.0037127435207366943,0.06955110281705856,-0.008393893949687481,0.02714758925139904,0.047025471925735474,-0.011333007365465164,0.0487196110188961,0.014827460050582886,-0.0170363150537014,0.04898334667086601,-0.01738126017153263,-0.019316326826810837,0.02926548384130001,0.004138169344514608,0.006902091670781374,0.03969909995794296,-0.01948327198624611,-0.00495153246447444,0.04440313205122948,-0.017583299428224564,-0.021059490740299225,0.04027995839715004,-0.0029024435207247734,-0.03623117133975029,0.005682827904820442,-0.0027599167078733444,0.0035542615223675966,0.021957172080874443,-0.030561279505491257,-0.011803081259131432,0.029894886538386345,-0.017436958849430084,-0.02969764545559883,0.023167261853814125,0.004798682406544685,-0.03610730543732643,-0.01927231438457966,-0.004330186173319817,-0.004381589591503143,0.0020125401206314564,-0.023413335904479027,-0.024605771526694298,0.007344793528318405,-0.0012384047731757164,-0.03688613325357437,4.15947288274765e-05,0.020458199083805084,-0.028657574206590652,-0.03719188645482063,0.003875119611620903,-0.01713024638593197,-0.02426459640264511,-0.01294262520968914,-0.03385623171925545,-0.013563387095928192,0.00539846858009696,-0.04486655443906784,-0.017919432371854782,0.024796336889266968,-0.03697247430682182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.035543154925107956,0.08065586537122726,-0.012703455053269863,0.0012589618563652039,0.06738852709531784,-0.01491169910877943,0.02274179831147194,0.0449402891099453,-0.024380749091506004,0.035594403743743896,0.013787593692541122,-0.03664325922727585,0.031109213829040527,-0.01617884822189808,-0.040447235107421875,0.028412379324436188,0.005705987103283405,0.00556466868147254,0.04541647061705589,-0.014132371172308922,-0.0022242842242121696,0.05606397986412048,-0.027638474479317665,-0.013813088648021221,0.06510137021541595,-0.03455418348312378,-0.036183588206768036,0.0055628251284360886,-0.001940664486028254,0.004005021881312132,0.020161103457212448,-0.033774685114622116,-0.0012865704484283924,0.03367624804377556,-0.05143486335873604,-0.019808199256658554,0.045235373079776764,-0.05757761746644974,-0.0472327284514904,-0.018765442073345184,-0.005424744449555874,-0.003260099794715643,9.473320096731186e-05,-0.020995814353227615,-0.022397194057703018,0.005771211814135313,0.0006744578713551164,-0.03859173506498337,0.0030549177899956703,0.02543354593217373,-0.040132906287908554,-0.037622276693582535,0.0013600215315818787,-0.015636378899216652,-0.024364298209547997,-0.006505918223410845,-0.030910225585103035,-0.016232218593358994,0.01242421381175518,-0.04106704145669937,-0.021475091576576233,0.032728102058172226,-0.03598634898662567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.04249699041247368,0.07457953691482544,0.026391230523586273,-0.0031465645879507065,0.06594622880220413,0.01745440438389778,0.016186434775590897,0.050619132816791534,-0.0003799197147600353,0.023892076686024666,0.02146914228796959,-0.02821340411901474,0.011721426621079445,-0.0035497983917593956,-0.03843441978096962,0.02920391596853733,0.007552820723503828,0.0029962307307869196,0.0480068176984787,-0.014807801693677902,0.0019031077390536666,0.0603015273809433,-0.03209032118320465,-0.008093595504760742,0.07080014050006866,-0.044953830540180206,-0.03157239407300949,0.00725274533033371,-0.0026120867114514112,0.0021567160729318857,0.01666221022605896,-0.03855424001812935,-0.0006279581575654447,0.03145992010831833,-0.06401275098323822,-0.010393117554485798,0.03829270601272583,-0.08157841116189957,-0.03171231225132942,-0.018721628934144974,-0.006874410435557365,-0.002562994370236993,-0.007290630601346493,-0.01367551926523447,-0.02662545070052147,-0.0050016166642308235,0.006247301585972309,-0.03732668235898018,-0.009008251130580902,0.028051987290382385,-0.03323797509074211,-0.04056692123413086,0.002881629392504692,-0.009398204274475574,-0.029406115412712097,-0.0025830604135990143,-0.02566579170525074,-0.02120349556207657,0.015694666653871536,-0.03409343957901001,-0.026524445042014122,0.03312695026397705,-0.02820982038974762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.042912211269140244,0.07453682273626328,0.023396668955683708,-0.003932943567633629,0.06692513823509216,0.014276711270213127,0.014980638399720192,0.0504765585064888,-0.0032512687612324953,0.022887952625751495,0.02071189507842064,-0.02873997390270233,0.009780815802514553,-0.003510418115183711,-0.03593479096889496,0.028924617916345596,0.00834138598293066,0.0024961926974356174,0.04829952120780945,-0.013540145009756088,0.001036354573443532,0.06057647615671158,-0.029717091470956802,-0.009594452567398548,0.07129061222076416,-0.041430845856666565,-0.03296029195189476,0.006770055741071701,-0.002336540725082159,0.002516031265258789,0.018015818670392036,-0.038708675652742386,-0.000971526256762445,0.0318954661488533,-0.06209210306406021,-0.011974014341831207,0.039480552077293396,-0.07797735929489136,-0.03350898250937462,-0.018959136679768562,-0.007718290667980909,-0.0019276631064713001,-0.0068409801460802555,-0.013413720764219761,-0.02611316740512848,-0.003255520947277546,0.007217962760478258,-0.03735336288809776,-0.008241190575063229,0.02914617955684662,-0.033334724605083466,-0.04004102945327759,0.00025815702974796295,-0.009164270013570786,-0.02903391793370247,-0.0022596195340156555,-0.025500664487481117,-0.021560266613960266,0.016816094517707825,-0.034326087683439255,-0.02626991644501686,0.03349947929382324,-0.029164880514144897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
