0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,21_x,21_y,21_z,22_x,22_y,22_z,23_x,23_y,23_z,24_x,24_y,24_z,25_x,25_y,25_z,26_x,26_y,26_z,27_x,27_y,27_z,28_x,28_y,28_z,29_x,29_y,29_z,30_x,30_y,30_z,31_x,31_y,31_z,32_x,32_y,32_z,33_x,33_y,33_z,34_x,34_y,34_z,35_x,35_y,35_z,36_x,36_y,36_z,37_x,37_y,37_z,38_x,38_y,38_z,39_x,39_y,39_z,40_x,40_y,40_z,41_x,41_y,41_z
0.00953670870512724,-0.010559196583926678,0.047370851039886475,0.02402150258421898,-0.014078129082918167,0.027193352580070496,0.03740963712334633,-0.016017107293009758,0.015894446521997452,0.03348695486783981,-0.01578834466636181,-0.008727497421205044,0.011492379009723663,-0.008952394127845764,-0.025755062699317932,0.016619373112916946,-0.0014487896114587784,-0.0038310587406158447,0.008401078172028065,0.006007646210491657,-0.01970094069838524,0.0019875194411724806,0.012793581001460552,-0.024507567286491394,0.0005850652232766151,0.020681891590356827,-0.0197494775056839,0.004462230950593948,-0.0004603366833180189,-0.00024665147066116333,-0.005309361033141613,0.009296823292970657,-0.014821603894233704,-0.01709963195025921,0.0188137236982584,-0.017753005027770996,-0.02528379112482071,0.024368280544877052,-0.009413257241249084,-0.007360262330621481,-1.174071803689003e-05,0.002881057560443878,-0.015326173976063728,0.012082596309483051,-0.0082775317132473,-0.022198829799890518,0.01913737878203392,-0.009311571717262268,-0.020789381116628647,0.024525530636310577,0.0035713687539100647,-0.01972546987235546,0.00438540568575263,0.00513032078742981,-0.025826100260019302,0.008385224267840385,-0.004284244030714035,-0.029307415708899498,0.016402937471866608,-0.008490681648254395,-0.027259178459644318,0.02556549571454525,-0.0028027743101119995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
